lemma	pos	form	sentence	source_corpus
täitma	VERB	täidaksin	Ma olen päris kindel, et tegelikult ma täidaksin lubaduse.	et
täitma	VERB	täitmas	Nad pole siin lihtsalt täitmas kohti protokollis, vaid omavad olulist rolli meie koosseisus.	et
palu	NOUN	Palus	Palus, et ma seda veel ei levitaks, sest see pidi peatselt Düsseldorfis välja tulema.	et
piisama	VERB	Piisaks	Piisaks vaid inimestele piisava arvu faktide andmises ette söötmisest.	et
piisama	VERB	Piisavat	Piisavat hoolsust järgimata on oht kahjustada demokraatliku riigi üht olulisemat väärtust, sõnavabadust.	et
lukk	NOUN	lukule	Mugav lapsele selga panna tänu kahele pikale lukule.	et
lukk	NOUN	Lukus	Lukus ukse avamiseks on vaja võtit.	et
ülesanne	NOUN	Ülesannet	Ülesannet täites valivad sissid ise aja ja koha, millal vastast rünnata.	et
ülesanne	NOUN	Ülesande	Ülesande täitmist edasi lükates ja kippudes hajameelsusest unustama, jääbki abipalve sel juhul paljudel täitmata.	et
veider	ADJ	veidras	Puhkeb paanika, aga kogu selles veidras situatsioonis on annus absurdi.	et
veider	ADJ	veidrat	Toonaste laste maailmapildi kujunemisel etendas lääne popkultuur üliolulist, ent nüüdse pilgu jaoks veidrat rolli.	et
õlu	NOUN	õlles	Ka Allik on inimene, ka tema vajas päikest ja vitamiine, mida leidub õlles rohkesti.	et
õlu	NOUN	õlleta	Populaarseimad paigad olid puhvet( sedakorda õlleta) ja koht, kus kuningaski jala käib.	et
segadus	NOUN	segadusse	Nii et loeng ajas teda segadusse.	et
segadus	NOUN	Segadust	Segadust ja tööd kui palju.	et
lahke	ADJ	lahked	Lapsed on arukad ja head, täiskasvanud lahked ning arusaajad.	et
lahke	ADJ	lahkeid	On leidunud lahkeid ja tänuväärseid sponsoreid, kes on mõne pika sõidu lihtsalt välja teinud.	et
firma	NOUN	firmat	Kolm esimest firmat jõudsid lõpusirgele kolmekesi koos.	et
kaamera	NOUN	kaamerast	Digitehnoloogiaga on üldine teadlikkus kaamerast aga meeletult kasvanud.	et
kaamera	NOUN	kaameratega	Uuele kunstmuruväljakule paigaldatakse ka kaameratega treeningabisüsteem, mis võimaldab jooksvalt ja pidevalt analüüsida treeningtegevust.	et
kasuma	VERB	Kasutud	Kasutud asjad on muidugi üksjagu oksüümoron, jaburus, vasturääkivus.	et
sööm	NOUN	söömas	Viimasel ajal ma olen käinud palju sõpradega õhtust söömas.	et
sööm	NOUN	söömast	See korra õnnestub, kui Mark tabatakse krõpse söömast.	et
tuttav	ADJ	tuttavalt	Kui kogu eelnev sisukirjeldus kõlab seejuures tuttavalt, siis ilmselt põhjusel, et seda see ongi.	et
toim	NOUN	toimes	Populaarkultuuri tegelik jõud võib paljus ikkagi olla just nimelt afektiivses toimes.	et
toim	NOUN	Toimeta	Toimeta palju sa toimetad, kui luuleraamat on kehv, siis on kehv.	et
auk	NOUN	aukudest	Olen süsteemi aukudest korduvalt läbi kukkunud.	et
auk	NOUN	aukudes	See meetristes liivasoontes ja aukudes sõit on hoopis teine spordiala.	et
tegutsema	VERB	tegutsemata	Jättes tegutsemata nüüd ja kohe, tuleb mingi aja pärast veel suurem sõda nagunii.	et
tegutsema	VERB	tegutsete	Te märkate ja te ka tegutsete.	et
teineteise	PRON	teineteiseni	Kuidas suhelda omavahel, jõuda teineteiseni.	et
teineteise	PRON	teineteisest	Nad elasid pärast Peebu kolimist teineteisest liiga kaugel.	et
kala	NOUN	Kalad	Kalad käitusid süsihappegaasiga rikastatud vees täpselt samamoodi, kui muutmata maailmamere vetes.	et
järgnema	VERB	järgneksite	Kas te palun järgneksite mulle?	et
järgnema	VERB	järgneksin	Ma ju järgneksin talle, kui see vaid aitaks meil kohale jõuda.	et
teene	NOUN	teenetega	Paljud onupojapoliitikat ja teenetega kaubitsemist seni ära hoida aidanud seaduslikud hoovad on kadunud.	et
saatus	NOUN	Saatusel	Ja mis plaanid on meiega suurimal lavastajal — Saatusel?	et
saatus	NOUN	Saatust	Gibran mütologiseerib sümbolistlikus vaimus ka Elu ja Surma, Saatust ja Armastust.	et
uni	NOUN	uned	On nagu uned ja ei ole ka.	et
uni	NOUN	unes	Nüüd näis, nagu oleks ta lihtsalt rahutus unes viibinud.	et
t	NOUN	t-ga	Kasutati ka ühe t-ga( vene keeles üldse ilma t-ta) varianti.	et
külaline	NOUN	Külalist	Külalisi, kes ootavad Külalist.	et
külaline	NOUN	külalise	Paraku ei saa sama öelda esietendusel laulnud külalise Kevin Ray kohta USAst.	et
saar	NOUN	saart	Eraldatud saart maailmameres ei õnnestu Koomilisel Rüütlil oma teekaaslasele kinkida.	et
kontor	NOUN	kontorisse	Siis pidi ta minema teise kontorisse, enne kui ta ülemusega lõunatas.	et
kontor	NOUN	kontoritele	Liiga väikeste asjade puhul läheks asi menetlevatele kontoritele liialt keeruliseks.	et
hobune	NOUN	hobuselt	Liiga palju hobuselt kohe tahta ei saa.	et
hobune	NOUN	hobuseid	Siis on valimisplakatid juba tellitud või isegi trükitud ja hobuseid enam ei vahetata.	et
värav	NOUN	väravaist	Iga kohalik teadis, et autosid selle tehase väravaist ei välju.	et
värav	NOUN	väravaid	Esimesel poolajal väravaid ei löödud.	et
kõrge	ADJ	kõrgelt	Aga ka seda, kui kõrgelt haritud ja seda ka kultuuri vallas olid mõlemad abikaasad.	et
kõrge	ADJ	Kõrget	Kõrget kohta tal sõidu lõpuni siiski hoida ei õnnestunud ja finišisse jõudis Kullas kuuendana.	et
reis	NOUN	reisid	Sa olid natuke mures, et reisid autodes, mida juhivad võõrad inimesed.	et
reis	NOUN	reisi	Ta peab oma reisi uues riigis planeerima.	et
kivi	NOUN	kivid	Lisaks tegid raja ohtlikuks kivid.	et
kivi	NOUN	kivini	Kui filosoofi kivini ei jõua, siis mingisugusele saladusele lähemale küll.	et
kingitus	NOUN	kingituse	Ta peab Marile kingituse ostma.	et
kingitus	NOUN	Kingitusi	Kingitusi aga ei pakuta, vaid tuleb ise võidelda.	et
tagumik	NOUN	tagumikku	Ehk oleks mu välja visanud ja jalaga tagumikku toksanud.	et
tekkima	VERB	tekivad	Uued kohvikud tekivad suletute asemele.	et
tekkima	VERB	Tekkib	Tekkib küsimus,millal nad lõhki lähevad oma piiritu ahnusega,meie põlvkond vist kahjuks seda ei näe.	et
tuli	NOUN	tules	Tal on kogu aeg seitse rauda tules.	et
tuli	NOUN	tuld	Kui selliseid on, antagu tuld!	et
kuul	NOUN	kuulide	Elu, mida ohustab kauge ja enamasti nähtamatu vaenlane, mis avaldab ennast kuulide ja pommidena.	et
kuul	NOUN	kuuliga	Paraku tegi Romppanen jämeda vea ja lõi soovitud kuuli sisse koos valge kuuliga.	et
klass	NOUN	klassi	Olen üritanud klassi kohta märkmeid teha, aga siis mõistsin, et olen ka pastaka unustanud.	et
klass	NOUN	klasse	Seetõttu peab ta valima sobiva arvu klasse, et täita oma kraadi nõudeid.	et
ajalugu	NOUN	Ajaloost	Ajaloost pole teada ühtegi sellist juhtumit.	et
ajalugu	NOUN	Ajalukku	Ajalukku vaadates on muidugi sedasi, et loodustaju hiilgeaeg jäi Euroopas põhiliselt kristluse-eelsesse aega.	et
praegune	ADJ	praeguseni	Kuidas korrakaitsjad meid leidsid jääb praeguseni mulle mõistmatuks.	et
praegune	ADJ	praegustelt	Ma olen kuulnud palju head BC Kalev/Cramo organisatsioonist nii praegustelt kui ka varasematelt mängijatelt.	et
häda	NOUN	hädaga	Üksi olla kuidagi ei taha ja hädaga sobib kes iganes.	et
häda	NOUN	hädasse	Aga kui see tõsi oli, miks see eksinud lambuke siis hädasse jätta?	et
kaugune	ADJ	kaugustest	Ja maailma otsast, ida või põhja pool asuvaist tundmatutest kaugustest nähakse tulemas kohutavaid rahvahõime.	et
kaugune	ADJ	kaugusse	Leegionärid jäid hauast lugupidavasse kaugusse ja surusid end üksteise vastu nagu lambakari.	et
nahk	NOUN	nahkades	Viimasel peal olid siin haisvad nahkades poisid.	et
nahk	NOUN	nahaga	Nagu alati, satuvad nad igasugusesse jamasse, kust nad lõpuks puhta nahaga pääsevad.	et
mägi	NOUN	mäed	Ta ütleb, et see on jama, mäed klaustrofoobilised ja võidusõit ise armutu elajas.	et
mägi	NOUN	mägedes	Taavi on kolm päeva mägedes matkanud.	et
õnnestuma	VERB	õnnestuvat	Mustusemõistete kohaldamine tundub õnnestuvat ainult siis, kui oleme objektist sobivas kauguses.	et
õnnestuma	VERB	õnnestu	Eraldatud saart maailmameres ei õnnestu Koomilisel Rüütlil oma teekaaslasele kinkida.	et
king	NOUN	kingades	Kuivõrd sa tead juba kirjutades, kes mis kingades seisab?	et
king	NOUN	kingad	Sinised kingad on liiga kitsad.	et
advokaat	NOUN	advokaadita	Teda kuulati üle üksinda, ilma vanemate või advokaadita.	et
täiuslik	ADJ	Täiuslikku	Täiuslikku nii dialoogi kui ka karakterite väljamängimise poolest.	et
pool	ADP	poolteks	Siin on eri poolteks riik, omavalitsus, teenusepakkujad-ettevõtjad ning kõik me ise, inimesed.	et
pool	ADP	pooltes	Neist pooltes olid osalised ka eestlased.	et
maal	NOUN	maaliks	Ja Rita Grava ootab ikka veel Lausi lubaduse täitumist – et see teda maaliks.	et
maal	NOUN	maalidest	Saame vaadata papüürosele tehtud visandeid ja ta räägib meile Hieronymus Boschist, renessansiajastu maalidest.	et
kangelane	NOUN	kangelasel	Hollywoodi mudel rajaneb ühel kangelasel, telesarjadel seevastu on mitu kangelast ja tegevusliini.	et
lükkama	VERB	lükkavad	Maksutõusud, eriti kui tegu on töötamise täiendava maksustamisega, lükkavad seda vastupidises suunas.	et
lükkama	VERB	Lükka	Lükka või kauplus käima!	et
kard	NOUN	karda	Inimestega, kes ei karda sulle tõtt rääkida.	et
kate	NOUN	katted	Tuppa, millel on neli seina ja akendel katted ees.	et
kate	NOUN	Katega	Ta reisib koos ühe hooraga- Suurnina Katega... aga ta pole ta kupeldaja.	et
masin	NOUN	masinateks	Sinnamaani välja, et muutusime juba peaaegu ise masinateks.	et
masin	NOUN	masinale	Õige pea saab selgeks, et küte sellele masinale on kadedus ja iseenese ebakindlus.	et
bill	NOUN	Billiks	Abikaasa kutsus teda Billiks.	et
bill	NOUN	Billiga	Hillary Clinton andis esmaspäeva õhtul valijameeste kogus hääle koos abikaasa Billiga.	et
koletis	NOUN	koletised	Psühhiaatrid ei ole koletised, kes topivad lapsed kangeid ravimeid täis.	et
koletis	NOUN	koletist	Loodetavasti norrakad teadsid toda koletist.	et
hirm	NOUN	hirmul	Lapsed ongi alguses natukene hirmul, aga hirm läheb peagi mööda.	et
hirm	NOUN	hirmud	Lehekülg lehekülje haaval avanevad nende karakterite minevikupained, hirmud ja lootused.	et
sügav	ADJ	sügavalt	Endrik Üksvärav ütleb, et otsus sel päeval Iisraelis Tormist laulda tuli neil sügavalt südamest.	et
sügav	ADJ	Sügava	Sügava mulje jättis ka meie karismaatiline noor dirigent Risto Joost, nagu kontserdijärgsetest vestluskatketest kuulsin.	et
eesmärk	NOUN	eesmärgita	Aga mitte ilma eesmärgita.	et
eesmärk	NOUN	Eesmärkidest	Eesmärkidest rääkides tahaksime ikka võita kõiki tiitleid, mida pakutakse.	et
sein	NOUN	seinast	Teistel riikidel on magustoitude aga ka karastusjookide maksustamisega kogemusi seinast seina.	et
sein	NOUN	seintest	Toona sai plaadist surnukehade hoidmiseks mõeldud kirstulaadse kivitsisterni üks seintest.	et
peksma	VERB	peksime	Me peksime nende laipu ja määrisime neid nende enda verega.	et
peksma	VERB	peksaksin	Ma peksaksin sul larhvi segi, aga Zarathustra ei luba.	et
vabastama	VERB	vabastaksite	Ma palun, et te minu ja Linda vabastaksite,.	et
vabastama	VERB	vabastamast	Pahatahtlikult käituvaid üürnikke, kes keelduvad ruume vabastamast, neid on.	et
lahendama	VERB	lahendame	Kui lahendame ühe mure, läheb ka kõik muu ümber veidi kergemaks.	et
lahendama	VERB	lahendada	Ta loodab, et suudab selle probleemi lahendada.	et
lähem	ADJ	lähemaid	Nad on eestlaste lähemaid sugulasrahvaid ja liivi keel on eesti keelega sarnasemaid keeli.	et
lähem	ADJ	Lähemal	Lähemal uurimisel selgub, et endiselt on müügil ka käsitsi ilmutamise kemikaalid ja fotopaberid.	et
pood	NOUN	poes	Kas Karen näeb poes kassi?	et
pood	NOUN	poodi	Kas Ants jääb poodi?	et
seletama	VERB	seletad	Mis sa vanamees ka seletad!	et
seletama	VERB	seletasid	Hädavaevu seletasid meie silmad valgeid surilinu hauapingil, enne kui meie silmad pimedusega harjusid.	et
närv	NOUN	närvis	Ta on närvis ja mõtleb, mida osta.	et
närv	NOUN	Närvide	Närvide tööga seotud geenid suuremad, kui mitmed teised valkude valmistamise eest vastutavad pärilikkusaine lõigud.	et
avastama	VERB	avastanud	Mida on eriolukorras avastanud muuseumi juht ning sooviks teistmoodi teha täna ja tulevikus?	et
avastama	VERB	avastasin	Kuid mõned aastad tagasi avastasin uusi lugemisviise.	et
röövima	VERB	röövige	Kui tulite röövima, siis röövige.	et
röövima	VERB	rööviksime	Mida te poisid eeldate, et me rahapaja raha rööviksime?	et
süütu	ADJ	süütut	Mis on hullem – miljon süütut vangis või üks kurjategija vabaduses?	et
süütu	ADJ	süütum	See tuleb veel rajum, ma loodan, a kas sootum ja süütum, seda ei tea.	et
tõtt	NOUN	Tõttu	Tõttu, kus ta ennast vigastanud, kõik me saame teha, on murrab ta.	et
vanaisa	NOUN	Vanaisal	Nimelt olnud Vanaisal suur ratas, mida ta vändaga ringi ajas.	et
lootus	NOUN	lootuses	Võimalik, et Mölder tegi sellise ainuisikulise otsuse lootuses lunastada oma isiklikud prohmakad.	et
päike	NOUN	päikeste	Ja ümber nende päikeste, on seal planeete?	et
päike	NOUN	päikesel	Varsti tuleb päikesel nii suur purse, et see lööb kõik süsteemid välja.	et
segane	ADJ	segasel	Maailm elab segasel perioodil.	et
segane	ADJ	segase	Ka Vaba Lava edukäik leidis aset mõneti segase ja ebameeldiva vahejuhtumi tuules.	et
ronima	VERB	roni	Ära siis roni teatrisse, raisk, kui sul pole raudsed närvid!	et
ronima	VERB	ronimas	Mängisime sõda ja käisime kirikuaia kivimüüril ronimas ning raudväraval turnimas.	et
võlg	NOUN	võlgadeta	Et saaks enneaegselt tulema ilma võlgadeta, ehk jääb ettevõtegi alles.	et
võlg	NOUN	võlas	Varasemaid või võlas olevaid arveid koolil Montser Media OÜ-le ei ole.	et
tõend	NOUN	tõendiga	Seda uurides ei saa aru, kas tegu on ühe või mitme tõendiga.	et
tõend	NOUN	tõendeid	Need on liiga tõsised sõnad, et tuua neid kuuldavale, eriti tõendeid esitamata.	et
kuju	NOUN	Kujude	Kujude seas on nii jumalaid kui deemoneid.	et
kuju	NOUN	Kujuta	Kujuta ette, et sa oled keskealine poliitik!	et
pulm	NOUN	pulmas	Presidendid annavad medaleid, teevad kalli ja käivad pulmas.	et
pulm	NOUN	pulmadesse	Samuti kutsuti neid matustele ja pulmadesse ning ühtlasi peeti neid oskuslikeks laevaehitajateks.	et
andmed	NOUN	Andmetele	Andmetele tuleb väärtus anda ning väärtuse loomisesse tuleb ka investeerida.	et
ohutu	ADJ	ohutuid	Reaalsus on see, et ohutuid riike täna sisuliselt enam ei ole.	et
sundima	VERB	sunnin	Vahel sunnin sõpru mu tekste kuulama ja oma arvamust avaldama.	et
sundima	VERB	Sunnib	Sunnib asju rohkem läbi mõtlema kui muidu.	et
vaim	NOUN	Vaimuta	Ilma Püha Vaimuta jääb see teadmine saamata, see kingitus avamata.	et
vaim	NOUN	vaime	Seetõttu tuli allilma vaime austada ja neile ohverdada kala ja muud söögipoolist.	et
minevik	NOUN	minevikul	Ma ütleks, et olen väga-väga uhke, aga ei saa minevikul pikemalt peatuda...	et
minevik	NOUN	minevikuga	Levinud ettekujutuse kohaselt peaksid nad tegelema minevikuga.	et
kaunis	ADJ	kaunite	Valged ja kaunite pitsidega.	et
kaunis	ADJ	kaunistest	Rääkimata kaunistest naiselikest mustritest, mis alati esindatud on.	et
sulgema	VERB	sulgeda	Aga ma pole suutnud silmi sulgeda.	et
sulgema	VERB	suleme	Kui me samamoodi suleme järgmise kooli, kaotame järgmised medalid ja järgmised lapsed.	et
hoiatama	VERB	hoiatasin	Ma hoiatasin, et paradoksid kerkivad.	et
hoiatama	VERB	hoiatati	Teisigi hipitsejaid hoiatati kogunemisele ilmumast.	et
nõustuma	VERB	nõustuge	Sest too kass, nõustuge, ei tule teie ellu mitte täiesti...	et
nõustuma	VERB	nõustusime	Väljak muutus vihma tõttu libedaks, ent me mõlemad nõustusime edasi mängima.	et
kael	NOUN	kaelasid	Sellepärast, et sinu vennalastel pole kaelasid.	et
kael	NOUN	Kaelal	Kaelal olevat suurenenud lümfisõlme märkavad inimesed kiiresti ja pöörduvad arsti poole.	et
arvestama	VERB	arvestamaks	Me oleme olnud paindlikud arvestamaks maailmas toimuvaid muutusi ja uuenenud vajadusi.	et
arvestama	VERB	arvestaks	Ja et erakond edaspidi parempoolsete vaadetega rohkem arvestaks.	et
arvuti	NOUN	arvutis	Talle meeldib arvutis mängida.	et
arvuti	NOUN	arvutid	Millega arvutid hästi hakkama ei saa, sellega tulevad jällegi inimesed paremini toime.	et
nautima	VERB	nautinud	Ta on seda tööd väga nautinud, kuigi tal on ülemusega probleeme olnud.	et
nautima	VERB	nautisin	Alguses ma nautisin seda tööd väga, kuigi mul oli ülemusega probleeme.	et
kuninganna	NOUN	kuningannaks	Mägede kuningannaks nimetab ta oma tõbe.	et
kuninganna	NOUN	Kuningannaks	Kuningannaks kuulutati Juana, kuid tema tegelik võim jäi algusest peale vaidluse alla.	et
teatama	VERB	Teatas	Teatas, et mingit Eesti riiki pole.	et
teatama	VERB	Teatavad	Teatavad inimesed olid valitud sihtmärgiks, tungiti nende kodusse, neid ähvardati, rünnati ja mõnikord tapeti.	et
püksid	NOUN	pükse	Ta näeb musti pükse.	et
püksid	NOUN	püksist	Tõstab siis triiksärgi krae täiesti üles, nii et saba tuleb püksist välja.	et
karm	ADJ	karmust	Nii mõnegi nimeka ülema iseloomustamisel nimetati tema inimlikkust, ausust, karmust, aga ka kaasavust.	et
mainima	VERB	mainimas	Arvan, et kuulsin sind mainimas ühe daami nime.	et
mainima	VERB	mainite	Te räägite, soovitate, mainite, mida veel tõlgitud pole ja mis on parasjagu tõlkimisel.	et
õpetaja	NOUN	õpetajatele	Ma meeldin minu õpetajatele väga.	et
õpetaja	NOUN	õpetajad	Oli loomulik, et õpetajad küsisid selle peale selgitusi vallast.	et
kirik	NOUN	kirikult	Varsti võeti kirikult ära omandiõigused.	et
kirik	NOUN	kirikutest	Viimasel juhul teostavad vähemalt mingid osad kirikutest ise religiooni populistlikku politiseerimist.	et
vennas	NOUN	vennased	Siin on päeva esimene lonks, vennased.	et
vennas	NOUN	vennaste	Klubi lugu kulgeb paralleelselt vennaste omavahelise läbisaamisega.	et
kolima	VERB	kolida	Ta tahab uude korterisse kolida.	et
kolima	VERB	kolimast	Ühe korteri omanik keeldus ümber kolimast.	et
miss	NOUN	Misse	Misse nott oli, ma ei saand kunagi teada.	et
alg	NOUN	algust	Kui palju aega on Martinil enne töö algust?	et
pau	INTJ	Paul	Mariah and Paul are stranded at the park.	et
sinine	ADJ	sinised	Kas sinised kingad on mugavad?	et
sinine	ADJ	siniselt	Ainult telefoniekraan Arno sõrmede vahel helendab siniselt.	et
politseinik	NOUN	politseinikele	Lisaks kümnetele politseinikele on meil avalikes kohtades sada korrakaitsjat, kes kontrollivad kotte.	et
politseinik	NOUN	politseinikku	Peagi naasiski mees maja juurde, sihtides üht politseinikku relvataolisest esemest.	et
väitma	VERB	väidame	Mille alusel väidame, et iga laps otsustab ise, kuis toimida?	et
väitma	VERB	väitsin	Minagi väitsin, et esimestel aastatel on see tõesti nii.	et
vajalik	ADJ	Vajalikke	Vajalikke biomaterjale tootev tööstus on Venemaal tagasihoidlik.	et
soovitama	VERB	soovitage	Kui märkate, et sõber või kolleeg on väsinud, siis kahtlemata soovitage talle rohkem magada.	et
soovitama	VERB	soovitada	Selliste ambitsioonide puhul võiks järgmiseks korraks soovitada kellegi kõrvalseisja kureerivat pilku.	et
sitapea	NOUN	sitapeaga	Kõige hullem asi on jääda sitapeaga üksi.	et
sitapea	NOUN	sitapeadega	Koos maailma kõige rohkem pinges olevate sitapeadega.	et
leitnant	NOUN	leitnandiga	Vahest võid mängida reamehega, kuid mitte leitnandiga.	et
leitnant	NOUN	leitnandiks	Just tema oleks kindral Othello pidanud ülendama lipnikust leitnandiks Cassio asemel.	et
langema	VERB	langesite	Te langesite Venemaa eest, kodumaa nimel,.	et
langema	VERB	langemas	Küll on Covidi-koormus EMO-des kergelt langemas.	et
rong	NOUN	rongiga	Ta otsustab rongiga tööle minna.	et
rong	NOUN	rongide	Ta kontrollib hoopis rongide sõiduplaani.	et
kahtlema	VERB	kahtles	Aga nüüd ta kahtles.	et
kahtlema	VERB	kahtled	Jõuadki sinna, aga peale tuleb kohutav tunne, et kahtled kõiges.	et
partner	NOUN	Partnerit	Partnerit ei tohi survestada tegema midagi, mida ta teha ei taha.	et
partner	NOUN	Partneriks	Partneriks olemine tähendab iseenda avaldamist teise kaudu.	et
keeruline	ADJ	keerulised	Ministeeriumid osutavad veel, et takistavaks asjaoluks on keerulised ning sageli muutuvad riigihangete korraldamise reeglid.	et
keeruline	ADJ	Keerulist	Keerulist mõttevoogu on raske lavastada nii, et see rahva saali tooks.	et
kurb	ADJ	kurvaks	Aga ei, kahjuks ei ja see teeb väga kurvaks.	et
kurb	ADJ	kurvast	Jääme ilma oma kurvast tulevikust, kui kõik nii agressiivselt ette ära manatakse!	et
tasuma	VERB	Tasun	Tasun heldelt neile, kes kujutavad mind tõeliselt ja puhtalt.	et
tapmine	NOUN	tapmises	Smuuli näidendi tekstis räägitakse Saare-nimelisest valla täitevkomitee esimehest, kelle tapmises Lea Trahteri Eskot süüdistab.	et
tapmine	NOUN	Tapmised	Tapmised, tulistamised ja autode/garaažide põletamised ei häiri juba ammu Rootsi politseid.	et
mõistus	NOUN	mõistuseks	Jah, toimis reaalsusprintsiip või see, mida Kant praktiliseks mõistuseks pidas.	et
mitu	NOUN	mitmetesse	Olen varemgi mitmetesse oma lauludesse pannud vihjeid nende lugudele.	et
mitu	NOUN	Mitmeks	Mitmeks päevaks kõik jõustruktuurid hõivatud, muu jääb tegemata.	et
pesema	VERB	pese	Ei, ema ei pese koera.	et
pesema	VERB	pesta	Ta võiks proovida neid pesta.	et
puudutama	VERB	puudutage	Ja ta õpetas, et kui lähete oma emale või isale külla, siis puudutage teda.	et
puudutama	VERB	puudutan	Ma ei taha, et asi, mida ma ärgates esimesena puudutan, oleks plast!	et
rünnak	NOUN	rünnakuni	Oluline on ka kuni rünnakuni kannatlik olla, siin on meil palju arenguruumi.	et
rünnak	NOUN	Rünnakul	Rünnakul leidsime omad käigud kenasti üles tänu enesekindlamale palli hoidmisele.	et
ilmuma	VERB	ilmumast	Teisigi hipitsejaid hoiatati kogunemisele ilmumast.	et
ilmuma	VERB	Ilmun	Ilmun teile veel korra või paar, kuid eelistaksin teie neurofüsioloogilist maatriksit mitte solkida.	et
ühinema	VERB	ühineksite	Ma tahan, et te kuulaksite teadlasi, ja ma tahan, et te ühineksite teaduse taha.	et
ühinema	VERB	ühinesime	Veelgi enam, me ühinesime ja astusime vaenlasele väärikalt vastu.	et
kaart	NOUN	kaardil	Ta oleks pidanud läände minema, aga ta ei tunne kaardil midagi ära.	et
kaart	NOUN	kaardita	See on kaos, kuid mitte ilma kaardita.	et
sündima	VERB	sünnitama	Samas, seni kuni naist ei sunnita sünnitama, võib ta alati valida n-ö mehelikuma elutee.	et
sündima	VERB	Sündis	Sündis Narvas, ema oli eestlane, isa inglane.	et
kõht	NOUN	kõhu	Inimene tunneb võib-olla kõhu või neeruvalu, aga valu põhjust ei leita.	et
kõht	NOUN	kõhuni	Pingil istudes võetakse käest kinni, koos ilmutakse kaadrisse, särgid poole kõhuni lahti jne.	et
side	NOUN	sidemel	Kogu meie projekt põhineb koostööl ja omavahelisel sidemel.	et
side	NOUN	sidemeteks	Mõned neist esmakohtumistest võivad viia suhtluseni, mis areneb ajapikku nõrkadeks või isegi tugevateks sidemeteks.	et
usk	NOUN	usuks	Kas nad üldse usuks teda?	et
usk	NOUN	usus	Kõik näis loogiline ning me asusime heas usus asja uurima.	et
kõva	ADJ	kõvadest	Tahan vajuda aina sügavamale ja sügavamale, kaugele pinnast ja selle kõvadest eraldiseisvatest faktidest.	et
kõva	ADJ	Kõvade	Kõvade kaantega raamatust, mille kaanel ujuvad kilud.	et
tõlkima	VERB	tõlgitaks	Kui paljusid nende teostest saame lugeda või loeksime, kui need tõlgitaks?	et
tõlkima	VERB	tõlkida	Ega neid olegi lihtne lavakeelde tõlkida.	et
kaks	NOUN	kaht	See toob meid teise olulise paralleeli juurde, mis neid kaht teksti ühendab.	et
kaks	NOUN	kahte	Kas Liisa proovib jalga kahte paari?	et
operatsioon	NOUN	operatsioonini	Isegi igateisipäevased kohtumised peaminister Viktor Tshernomõrdiniga on kuni operatsioonini ära jäetud.	et
operatsioon	NOUN	Operatsiooniga	Operatsiooniga kaasnevad muutused ei ole ainult füüsilised, vaid põhjustavad ka vastuolulisi tundeid.	et
armee	NOUN	armeesse	Ma saan ainult kinnitada, et jah, kauaoodatud relv on jõudnud Ukraina armeesse.	et
armee	NOUN	armees	Tema isa oli võidelnud Judenitši armees ja ema olnud Peterburi Maria teatri näitleja.	et
